Nombre,Resumen,Tipo de entidad,Categorías,Dirección (calle y nº),Dirección (resto),C.P.,Población,Provincia,Zona,Latitud,Longitud,Teléfono 1,Teléfono 2,Fax,Correo electrónico 1,Correo electrónico 2,Web 1,Web 2,Año de creación,Forma jurídica,Descripción general,Objetivo como entidad,Finanzas,Valores sociales y medioambientales,Forma de acceso,Redes de las que forma parte,Otras entidades con las que colabora,Proyectos en marcha,Necesidades,Ofrecimientos,Información adicional,Fecha última actualización
La Nave ESA,"Red Intercambio de Badajoz - Nueva moneda social""Guadianas""",Centro social,Moneda/Mercado social - Todos,,,,Badajoz,,,38.8794495,-6.9706535,,,,haysolucionesparatodo@gmail.com,haysolucionesparatodos@gmail.com,http://elblogdelanave.blogspot.com.es/,,2013,,,,,,,,,,,,,2015-02-19 14:59:05
"La Xarxa, Banc del Temps de Montornès del Vallès",Intercanvia el teu temps!,Otros,Banco de tiempo - Municipal,"C. De la Casa Nova, 18",,08170,Montorès del Vallès,Barcelona,,41.553409,2.2649424,,,,,,,,2014,,,,,,,,,,,,,2014-04-08 09:02:57
LANDRA,Proxecto Integral Compostela,Grupo/colectivo,Moneda/Mercado social - Todos,,,,Santiago de Compostela,A Corunha,,42.8782132,-8.5448445,,,,javimusico@openmailbox.org,,https://n-1.cc/g/cooperativa-integral-compostela,http://proxectointegralcompostela.wordpress.com/,None,,,,,,,CIC,,,,,,2014-08-29 13:33:32
LAZO,Red autogestionada de Servicios - RAS,Otros,Moneda/Mercado social - Todos,,,,Málaga,Málaga,,36.721261,-4.4212655,,,,rasmalaga@gmail.com,,http://ras-malaga.blogspot.com.es/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
Luis Alexander Correa,,Individual,Moneda/Mercado social - Todos,calle luis de la torre #12,,28026,madrid,madrid,usera,None,None,,,,,,,,None,,,,,,,,,,,,,2014-04-07 08:49:14
LUREY,,Individual,Banco de tiempo - Municipal,calle aragon 5...,,08026,Barcelona,Barcelona,,None,None,636946338,,,lurey12@hotmail.com,,,,None,,,,,,,,,,,,,2014-05-12 08:14:14
MALAGA COMUN,http://ecozoom.mapunto.net/entity/malaga-comun/ Aqui está la información también de descripción. Salvo el punto de finanzas que sí hay que modificarlo  y el punto de que ya no tenemos límite (ver arriba)).,Individual,Red de trueque - Todos,"Ntra señora de los clarines, 16 5e",,29011,Málaga-Miraflores de los Ángeles,Málaga,Miraflores de los Ángeles,36.721261,-4.4212655,626162675,,,Tusolepa@hotmail.com,,http://www.malagacomun.org/,http://malagacomun.blogspot.com.es/,2013,,"Sistema de intercambio de moneda social Lets en el ámbito del decrecimiento malagueño.

El dinero es una herramienta artificial para facilitar el intercambio de bienes y servicios. Mucha gente cree que sin dinero no se pueden intercambiar bienes y servicios, pero eso es falso. El problema de las “crisis” es que no se mueve mucho dinero, y se pierden empleos. Eso no significa que la gente sin trabajo no tenga nada que ofrecer a la sociedad, sino que no hay dinero para pagarle sus servicios. Desde tiempo inmemorial la gente sabe intercambiar bienes y servicios sin mediar dinero. En nuestra era, Internet nos facilita esa tarea y es una forma genial de conseguir bienes y servicios sin gastar dinero, pagando con todo lo bueno que podamos ofrecer (nuestro trabajo, nuestras habilidades, nuestra compañía…). En Málaga contamos con la moneda llamada Málaga Común (moneda complementaria de Málaga,. Es un sistema por el que podemos comerciar sin influir en el PIB. En España y el resto del mundo están funcionando cada vez más sistemas de monedas complementarias.

Objetivo como entidad:

Puede participar cualquiera que quiera colaborar con la comunidad y beneficiarse de ello: Si sabes hacer pasteles puedes intercambiarlos. Igualmente puedes colaborar si sabes pintar una casa, instalar luces, enseñar matemáticas, atender una tienda, cuidar niños, ancianos o un jardín… También puede que quieras dar una segunda oportunidad a un ordenador, electrodoméstico o mueble en desuso, o dar salida a productos de tu huerto. A veces puede pasar que algunas personas se pasen en acumular mucho débito pero es bastante inusual porque los participantes suelen ser personas solidarias.

Finanzas:

Sin ánimo de lucro.
Colectas en asamblea.
Ferias de intercambio en las que realizan donaciones a través de billetes para ese día ;)

Valores sociales y medioambientales:

Amplia variedad de productos ecológicos.
Comercio local con moneda social.

Forma de acceso:

Web y email.

Necesidades:

Ofertas y demandas para poder vivir cada vez más en la red. Actividad de las personas que se registren.
Ofrecimientos:

¡Muchas cosas y en aumento...!",,,,,,,,,,,2013-12-19 11:26:56
MARRECO,Ecoxarxa de Lleida,Otros,Moneda/Mercado social - Todos,,,,Lleida,Lleida,,41.6175899,0.6200146,,,,correu@ecoxarxadelleida.cat,,http://ecoxarxadelleida.cat/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
Moneda Social Alkemis,Basados en la Economía del Bien Común fomentamos el comercio local entre particulares y empresas.,Plataforma,Moneda/Mercado social - Todos,"Calle Sucre, 24. 2ª Planta",El Sebadal,35008,Las Palmas de Gran Canaria,Las Palmas,Las Palmas de Gran Canaria,None,None,657041462,626549407,,monedasocialalkemis@gmail.com,,https://communities.cyclos.org/alkemis,,2009,,"La Moneda Social Alkemis es una herramienta creada para fomentar la Economía del Bien Común de todas las personas, empresas y ONGs que la integran, fomentando el contacto y el comercio local en Canarias.",,,,,,,,,,,2014-08-11 22:05:44
Moneda social Zoquito,,Red,Moneda/Mercado social - Todos,,,,Jerez de la Frontera,Cádiz,,36.6936,-6.13243,,,,,,http://www.zoquito.org/,,None,,,,,,,,,,,,,2013-10-16 08:01:01
MORA (Sierra Norte),Comunidad de Intercambio Sierra Norte de Madrid,Otros,Moneda/Mercado social - Todos,,,,Buitrago de Lozoya,Madrid,Sierra norte,40.9911597,-3.637703,,,,administracion@lamorasierranorte.org,,http://lamorasierranorte.org/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
MORA (Siete Picos),Comunidad de Intercambio siete Picos,Otros,Moneda/Mercado social - Todos,,,,Mataelpino,Madrid,Sierra noroeste,40.7355099,-3.9453377,,,,bdt.sietepicos@gmail.com,,http://sietepicosbdt.wordpress.com/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
Movimiento Integral Granaíno (CIG),"Red de Moneda Social ""El Chavico""",Red,Moneda/Mercado social - Todos,,,,,Granada,Granada capital y provincia,37.1773363,-3.5985571,,,,economiasocial.cig@riseup.net,cooperativaintegralgranaina@riseup.net,http://ci-granaina.org/,https://www.facebook.com/CooperativaIntegralGranaina,2013,,"El ""Chavico"" es la herramienta que hemos creado para el ámbito geográfico granadino y con la que estamos construyendo otra economía alternativa: más social, más local, más solidaria.

Más info en: http://ci-granaina.org/
",,,,,,,,,,,2015-01-20 15:08:47
NEXOS,,Grupo/colectivo,Moneda/Mercado social - Todos,,,38280,Tegueste,Santa Cruz de Tenerife,,None,None,687876874,,,info@commonomia.org,,http://www.commonomia.org/,,2014,,,,,,,,,,,,,2014-10-15 21:27:12
Nicolo Roberto,,Individual,Red de trueque - Todos,c/Rafael Guillen nº12 3ºpiso,c/Rafael Guillen nº12 3ºpiso,21002,Huelva,Huelva,Toda la provincia,None,None,649518035,959242493,,nicolostefan@yahoo.es,,,,None,,,,,,,,,,,,,2014-05-12 08:15:13
OLIVA,Comunidad de intercambio Comarca del Sureste I,Otros,Moneda/Mercado social - Todos,,,,Velilla de San Antonio,Madrid,,40.3699557,-3.4864498,,,,oliva.sureste@gmail.com,,http://velilla.tomalosbarrios.net/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
OSEL (Novelda),Oficina para Sustentabilidad y la Equidad Local,Otros,Moneda/Mercado social - Todos,,,,Novelda,Alicante,,38.3847778,-0.7679043,,,,ces.osel.novelda@gmail.com,,http://oselnovelda.blogspot.com.es/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
OSEL Región de Murcia,,Grupo/colectivo,Moneda/Mercado social - Todos,,,,Murcia,Murcia,Murcia ciudad y el resto de la región.,37.992331,-1.1304575,639 918983,652405582,,oselmurcia@gmail.com,oselmurcia@yahoo.com,http://www.oselregiondemurcia.blogspot.com/,,2012,,"Somos un colectivo surgido de los movimientos sociales y proyectos ciudadanos de la Región de Murcia.
Apoyamos una economía basada en el bien común, la colaboración y sistemas complementarios de moneda social.",,,,,,,,,,,2013-10-23 11:08:54
PALLARS,Ecoxarxa Lo Pallars,Otros,Moneda/Mercado social - Todos,,,,Salàs de Pallars,Lleida,,42.213594,0.933785,,,,pallars@ecoxarxes.cat,,https://cooperativa.ecoxarxes.cat/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
PITA,Comunidad De Intercambio de Almería,Otros,Moneda/Mercado social - Todos,,,,Almeria,Almería,,36.834047,-2.4637136,,,,info.laspitas@gmail.com,,http://laspitas.wordpress.com/,,None,,,,,,,,,,,,,2014-03-05 10:51:16
progresar ayudando ugt,,Grupo/colectivo,Banco de tiempo - Comunitario,Obispo Segura Sáez nº 8,,10003,Cáceres,Cáceres,ciudad,39.4718523,-6.3788527,927 241350,678692418,,mollyhelen@gmail.com,discapacidadugt@gmail.com,,,None,,,,,,,,,,,,,2014-03-31 09:33:44
PUMA,Sevilla decrece,Otros,Moneda/Mercado social - Todos,,,,Sevilla,Sevilla,,37.3880961,-5.9823299,,,,monedapuma@sevillaentransicion.net,,http://monedasocialpuma.wordpress.com/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
Red Asturiana de Comunidades de Trueque,"Actividades, mercados, grupos de consumo... por toda Asturias: www.rastru.es ",Red,Red de trueque - Todos,Pruvia de Abajo 23,Llanera,33192,Llanera,Asturias,"Toda Asturias, nucleos con mas actividad: Llanera, Oviedo, Siero y Gijón",43.4384955,-5.78793,625358479,616162559,,rastru2012@gmail.com,asociacionproyectofresneda@gmail.com,http://www.rastru.es/,,2012,,"Somos una red de comunidades locales de trueque.Usamos CES por el momento como web de intercambios aunque estamos estudiando otras opciones. El ambito es de toda la comunidad autónoma. 
Cada comunidad local está dinamizada por una asociación sin ánimo de lucro de ese lugar. Hay ahora 4 comunidades locales en pleno funcionamiento: Llanera-Fresneda, Siero, Oviedo y Gijón. En cada una de ellas se organizan actividades, mercados y grupos de consumo (algunos grupos aun en fase de inicio). 
Tenemos un impuesto (4% al comprador y 4% al vendedor) que retorna a los Concejos Abiertos de las comunidades locales. Los concejos abiertos son organos de particapción abiertos a TODA la gente del barrio, el pueblo, asociaciones, etc. (no solo para los miembros de Rastru). Allí se decide como utilizar el impuesto para el bien común de la comunidad local (actividades gratuitas de promoción de la salud o culturales, de formación para trabajar...y una renta de solidaridad para las personas en cada comunidad local que no tienen recursos para que puedan comprar en el grupo de consumo, en los mercados...(la renta de solidaridad esta plenamente implantada solo en la comunidad local de Llanera-Fresneda).
Empezamos en octubre de 2012 y el crecimiento de miembros y de intercambios ha sido continuo y cada vez más acelerado. A dia de hoy somos ya más de 650 miembros (crecemos a un ritmo de uno al dia) y rondamos los  10.000 copinos (equivalente de euros) al mes de inetrcambios y estamos en la fase de mayor cercimiento hasta ahora.
Hay ya varias personas trabajando más de media jornada en la red de forma estable y en la zona de Llanera-Fresneda hay un subgrupo de población de unos 3000 habitantes en el que hemos incorporado a la casi totalidad de personas que estaban en desempleo y al borde de la exclusión social a un grupo de trabajo que planta huertas en sistemas de permacultura para el grupo de consumo, arregala viviendas, hace mudanzas, jardinería, etc. todo en copinos.

",,,,,,,,,,,2014-08-11 10:06:06
Red de Intercambio El Roble,,Red,Moneda/Mercado social - Todos,,,,Laredo,Cantabria,Cantabria oriental,43.41041,-3.416939,,,,redintercambioelroble@gmail.com,,http://redelroble.wordpress.com/,,2013,,,,,,,,,,,,,2013-10-16 08:06:47
Red de Intercambio Solidario Saja (RISS),Iniciativa de transformación social en el occidente de Cantaria,Red,Moneda/Mercado social - Todos,,,,Cabezón de la Sal,Cantabria,Occidente de Cantabria,43.309084,-4.23766,,,,redintercambiosaja@gmail.com,gestion.riss@gmail.com,https://rissaja.wordpress.com/,,2014,,"RISS es una organización la servicio de la transformación social que opera en el occidente de Cantabria con el objeto de satisfacer las necesidades de intercambio de las personas bajo los principios de solidaridad, apoyo mutuo, reciprocidad, autogestión, equidad, eficiencia, horizontalidad y sostenibilidad.

Comenzó a funcionar en diciembre de 2014 y actualmente el trabajo principal de la Red es promocionar el uso de la moneda social Saja (tipo LETS) y organizar el MercaSaja.",,,,,,,,,,,2015-06-23 12:06:51
Red de Intercambios,"Desarrollar una iniciativa de Red  de intercambios de servicios (capacidades) gratuita y solidaria que promueva la economía social y la ayuda mutua, en la que la moneda de cambio sean los saberes diversos y el tiempo disponible.",Otros,Red de trueque - Todos,"G.V. Fernando el Católico, 78",Fundación CeiMigra,46008,Valencia,Valencia,Toda la ciudad y alrededores,39.476117,-0.3888235,96.315.22.20 ext. 211,96.315.22.20 ext. 213,,redintercambios@ceimigra.net,informacion@ceimigra.net,http://www.ceimigra.net/,,2014,,"Objetivos específicos:
1.	Responder a las necesidades materiales y relacionales de las personas usuarias de la Fundación CeiMigra sin generar coste económico. 
2.	Fomentar el conocimiento mutuo entre las personas que intercambian servicios.
3.	Potenciar el fortalecimiento de vínculos sociales significativos y el apoyo mutuo.
4.	Fomentar las relaciones interculturales y la comunicación intercultural.
5.	Prevenir la transmisión de estereotipos y prejuicios sobre –y entre- las personas de diferentes culturas.
6.	Contribuir a la formación de las personas usuarias del programa en materia de economía social, participación, solidaridad, crecimiento personal e interculturalidad. 
",,,,,,,,,,,2015-06-16 11:30:31
RED DE TRUEQUE PARLA,"trueque, banco del tiempo, ",Grupo/colectivo,Banco de tiempo - Comunitario,,,,PARLA,MADRID,SUR MADRID,None,None,,,,redetruequeparla@gmail.com,,http://redetrueque.org/,,2011,,"Somos un grupo de personas que pretendemos buscar alternativas más humanas, solidarias y justas.

La situación de desesperación de muchas familias ante el desempleo de larga duración, los recortes de las ayudas sociales, los desahucios... hace muy difícil poder sobrevivir dentro de un sistema capitalista asfixiante que pretende imponer su tanto tienes tanto vales.

Nosotr@s nos negamos a quedarnos pasiv@s ante las injusticias y decidimos invertir nuestro tiempo, ilusión y esfuerzo en crear una red de trueque que devuelva la valía a las personas, el dinero no es lo importante, hay otras formas de relacionarse mucho más solidarias.

Así comenzamos hace un año a montar nuestros mercados de trueque donde las personas intercambian libremente pensando siempre en el bien común, en ser justos...

Ahora además de intercambiar bienes queremos dar un paso más para poder intercambiar servicios, donde lo importante es tu tiempo y todo lo que puedes ofrecer y necesitar.

Nadie es más que nadie, saldrás tanto más beneficiad@ cómo tu capacidad de dar y recibir, el límite lo pones tú.",,,,,,,,,,,2013-06-12 22:12:01
red de trueque parla,"trueque, banco de tiempo, sanidad universal",Grupo/colectivo,Red de trueque - Todos,Calle Alcorcon s/n,,28981,PARLA,MADRID,PARLA Y ALREDEDORES,None,None,,,,redetruequeparla@gmail.com,,http://redetrueque.org/,https://www.facebook.com/RedDeTruequeParla,2013,,"Somos un grupo de personas que pretendemos buscar alternativas más humanas, solidarias y justas.

La situación de desesperación de muchas familias ante el desempleo de larga duración, los recortes de las ayudas sociales, los desahucios... hace muy difícil poder sobrevivir dentro de un sistema capitalista asfixiante que pretende imponer su tanto tienes tanto vales.

Nosotr@s nos negamos a quedarnos pasiv@s ante las injusticias y decidimos invertir nuestro tiempo, ilusión y esfuerzo en crear una red de trueque que devuelva la valía a las personas, el dinero no es lo importante, hay otras formas de relacionarse mucho más solidarias.

Así comenzamos a montar nuestros mercados de trueque donde las personas intercambian libremente pensando siempre en el bien común, en ser justos...

Ahora además de intercambiar bienes queremos dar un paso más para poder intercambiar servicios, donde lo importante es tu tiempo y todo lo que puedes ofrecer y necesitar.

Nadie es más que nadie, saldrás tanto más beneficiad@ cómo tu capacidad de dar y recibir, el límite lo pones tú.

También formamos parte de Yo Si Sanidad Universal LUCHANDO POR UNA SANIDAD PARA TODOS Y TODAS si quieres formar parte del grupo YO SI PARLA o necesitas nuestra ayuda para luchar por tu DERECHO a ser atendid@ ,ponte en contacto con nosotr@s.

twiter: @redtruequeparla
",,,,,,,,,,,2014-05-15 17:24:50
Red de trueque Parla,"rede de trueque parla (Trueque, banco de tiempo, sanidad universal)",Grupo/colectivo,Banco de tiempo - Comunitario,C/ Alcorcon S/N,"Edificio EI Momo, Planta 2, Local Alternativa Joven",28983,parla,madrid,,40.2416708,-3.7749028,,,,redetruequeparla@gmail.com,,http://www.redetrueque.org/,,2012,,"RED DE TRUEQUE PARLA:
BANCO DE TIEMPO
MERCADOS DE TRUEQUE MENSUALES
GRUPO DE ACOMPAÑAMIENTO YO SÍ SANIDAD UNIVERSAL",,,,,,,,,,,2014-11-28 18:24:28
SALERO,Red de Intercambio el Salero del Puerto,Otros,Moneda/Mercado social - Todos,,,,Puerto de Santa María,Cádiz,,36.600595,-6.2329094,,,,redsalero@gmail.com,,https://sites.google.com/site/salerodelpuerto/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
Silo de Tiempo de Tetuán,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ San Enrique, 16, 1º",,28011,Madrid,Madrid,,40.4560388,-3.7003123,,,,silodetiempo@gmail.com,,,,None,,,,,,,,,,,,,2013-06-07 20:17:24
Sindeuda.org / IBU1000.net,Moneda IBU: Creada como Ingreso Básico Universal,Red,Moneda/Mercado social - Todos,,,,,,,None,None,,,,info@alargador.org,,http://sindeuda.org/,http://ibu1000.net/,2011,,"Moneda IBU: creada como Ingreso Basico Universal.
Protocolo de transferencias abierto basado en XML seguro.
Estadísticas públicas de dinero creado y transferido entre nodos, sin ninguna clase de datos de caracter personal.
Mercadillo de productos y servicios.
Centro para publicación de descargas con pago en IBUs.
",,,,,,,,,,,2013-11-22 11:26:31
TALENT,EcoXarxa Mallorca,Otros,Moneda/Mercado social - Todos,,,,Mallorca,Balears,,39.6952629,3.0175712,,,,ecoxarxamallorca@autistici.org,,http://ecoxarxamallorca.blogspot.com.es/,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
TEJA,Organización Social Tejeredes,Otros,Moneda/Mercado social - Todos,,,,Madrid,Madrid,,40.4167754,-3.7037902,,,,info@tejeredes.net,,http://www.monedateja.net/,https://www.facebook.com/monedateja,None,,,,,,,,,,,,,2013-05-01 15:10:56
"Temps en Xarxa, BdT d'El Vendrell",,Grupo/colectivo,Banco de tiempo - Municipal,"Hotel d'Entitats, Cami Reial 13-17 1pis",,43700,El Vendrell,Tarragona,Baix Penedès,41.2145828,1.5312694,977.66.40.02,,977.66.46.79,tempsenxarxa@gmail.com,,,,None,,"Atenció al usuari i noves inscripcions:

dilluns, dimecres i divendres de 9:30-11:30.

QUÈ ÈS UN BANC DE TEMPS?
És una xarxa comunitària d’intercanvi de serveis que potencia l’ajuda  mútua i que fomenta la confiança en els altres en condicions d’igualtat. 
  Com funciona?  
El funcionament del BdT es basa en l’oferta i la demanda de serveis. Cada usuari proposa el que està disposat a oferir i, alhora, el que vol rebre. 
La moneda de canvi és el temps 
(1 hora d’ajuda = 1 hora de temps a pagar). 
  Com formar part del BdT?
Tothom pot formar part del banc de temps, només cal inscriure’s a la Secretaria del BdT. 
  Quins serveis es poden intercanviar? 
Els serveis que s'intercanvien els proposen els mateixos usuaris. Per exemple: 
• acompanyar gent gran a comprar
• practicar idiomes
• reparacions domèstiques
• passejar gossos
• passar textos a l'ordinador
• tasques de jardineria 
• assessorament laboral
•  art i artesania 
• assessorament i orientació general
• compres i comerç 
• cuina 
• cultura 
• tenir cura d'animals 
• esports i animació 
• informàtica i altres tecnologies
• lleure i entreteniment 
• obra i construcció 
• serveis a la comunitat 
• teràpies alternatives 
• transport 
• treballs de jardineria 
• treballs de la llar 
• etc",,,,,,,,,,,2014-12-18 17:41:22
Tic Tac Bank,Banco del tiempo de ámbito nacional.,Plataforma,Banco de tiempo - Comunitario,,,,,,,None,None,,,,tictac@tictacbank.com,,http://tictacbank.es/tictacbank/,,2012,,,,,,,,,,,,,2013-09-04 11:42:49
Tiempos de Trueque Paracuellos de Jarama,,Asociación,Banco de tiempo - Municipal,c/ Real de Burgos nº 50,Paracuellos de Jarama,28860,Paracuellos de Jarama,Madrid,este,40.5066571,-3.5312863,,,,tiemposdetrueque@gmail.com,,,,2010,,"Somos cerca de 80 personas socias, disponemos de un espacio cedido por el Ayuntamiento que utilizamos de oficina donde hacer las entrevistas a las personas interesadas.

",,,,,,,,,,,2014-01-15 10:55:57
TORNA,Red de Apoyo Mutuo de la Vera,Otros,Moneda/Mercado social - Todos,,,,Jaraiz de la Vera,Cáceres,La Vera,40.013598,-5.7405139,,,,jabiermingo@hotmail.com,,http://redapoyomutuolavera.wordpress.com/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
TROK,Ecoxarxa de la Garrotxa,Otros,Moneda/Mercado social - Todos,,,,Olot,Girona,La Garrotxa,42.1822078,2.4880242,,,,blackhold@marsupi.org,,https://cooperativa.ecoxarxes.cat/g/ecoxarxa_garrotxa,,None,,,,,,,CIC,,,,,,2013-05-01 15:10:56
TruekeAdos Bidasoa,,Plataforma,Banco de tiempo - Comunitario,,,,Irun,Gipuzkoa,Valle del Bidasoa (Gipuzkoa-Nafarroa-Iparralde),43.3396649,-1.791888,,,,trukeadosbidasoa@gmail.com,,http://trukeados.net/,,2012,,"Es una plataforma de trueque formada por comunidades autogestionadas del valle del Bidasoa que participan distribuidamente en una asamblea. 

Es promotora de la red de bancos del tiempo TrukeAdos, que entre otros comparten la herramienta on-line de intercambios (Timebank evolucionado) y una wiki (trukeados.net), donde de momento participan además del Bidasoa, los valles-comarcas de Tolosa, Aiztondo, Malerreka y Debagoiena.",,,,,,,,,,,2013-06-12 22:09:25
Trueque Colaborativo Sevilla,Trueque Colaborativo Sevilla,Grupo/colectivo,Red de trueque - Todos,Pabellón de Colombia. Avenida Paseo de las Delicias s/n ,,,Sevilla,Sevilla,,37.3756719,-5.9917479,954611985,,,mesadetrabajosevilla@gmail.com,,,,None,,"Trueque Colaborativo entre Colombianos

Queremos enseñar a otras personas lo que sabemos
Deseamos ayudar a nuestros compatriotas
Queremos intercambiar cosas que ya no necesitamos
Tenemos Servicios y Tiempo

Nos Gusta la Economía Solidaria",,,,,,,,,,,2015-07-23 14:40:38
TURUTA,Associació ECOL3VNG,Asociación,Moneda/Mercado social - Todos,"C/ Bonaire, 1 (Edifici CRIA) ",,08800,Vilanova i la Geltrú,Barcelona,,41.2258297,1.7282942,,,,ecol3vng@gmail.com,,http://elprojecteturuta.blogspot.com.es/,http://www.turuta.cat/,2010,,"El ""proyecto Turuta"" nace del movimiento local de Transición de Vilanova i la Geltrú (Barcelona) desde la  convicción de desarrollar un nuevo modelo de economía local relacionado con modelos de vida más justos y sostenibles. 

La Associació ECOL3VNG (ecosistema económico ecológico local) impulsa el proyecto, para entre otras cosas,  estimular la producción y el consumo de productos locales mediante el uso de una nueva unidad de cambio en forma virtual a la que llamamos Turuta. 

Los objetivos de la asociación, tal como indican sus estatutos, son avanzar hacia los objetivos de la Carta de la Tierra.",,,,,,,,,,,2015-03-18 11:26:48
VECINO,Federación Asoc. vecinos Valladolid,Otros,Moneda/Mercado social - Todos,,,,Valladolid,Valladolid,,41.652251,-4.7245321,,,,entrevecinos@vecinosvalladolid.org,,http://www.vecinosvalladolid.org/entrevecinos,http://www.facebook.com/EntrevecinosValladolid,None,,,,,,,,,,,,,2013-05-01 15:10:56
Xarxa Local d'Intercanvi del Camp de Túria,Xarxa Local d'Intercanvi del Camp de Túria,Asamblea,Moneda/Mercado social - Todos,,,,Llíria,Valencia,Comarca del Camp de Túria,39.6274082,-0.5968562,,,,icdt.administracion@riseup.net,icdt.informatica@riseup.net,http://xarxalocaldintercanvi.blogspot.com.es/,,2011,,,,,,,CIC,,,,,,2013-11-26 18:43:44
Xarxa Municipal de Bancs del Temps,,Grupo/colectivo,Banco de tiempo - Municipal,"C/ de la Herrería, 10",4ª planta,07002,Palma De Mallorca,Palma de Mallorca,,39.5719167,2.6542949,971 214 027,,,xmbancsdeltemps@a-palma.es,,,,None,,,,,,,,,,,,,2015-02-19 14:58:20
ZOQUITO,,Otros,Moneda/Mercado social - Todos,,,,Jerez de la Frontera,Cádiz,,36.6936,-6.13243,,,,elzoquito@gmail.com,,http://www.zoquito.org/,,None,,,,,,,,,,,,,2013-05-01 15:10:56
Zoquito,Moneda social ,Otros,Moneda/Mercado social - Todos,,,11401,Jerez de la Frontera,Cádiz,,None,None,,,,,,http://www.zoquito.org/,,2007,,"El zoquito lleva funcionando en Jerez de la Fra (Cádiz) desde el año 2007. Es un sistema LET que funciona a través de la cartilla, fomentando los encuentros y el uso de la web: www.zoquito.org",,,,,,,,,,,2014-11-06 23:44:24
